id:ID,name,:LABEL
117,抗生素,病因
118,气候突然变化,病因
119,感染性腹泻,病因
120,过敏性腹泻,病因
121,气候因素,病因
122,头晕耳鸣,症状
123,血常规,诊断方法
124,粪便常规,诊断方法
125,腹部超声,诊断方法
126,皮肤、黏膜,症状
127,面色苍白,症状
128,精神烦躁,症状
129,精神萎靡,症状
130,面色发灰,症状
131,皮肤发花,症状
132,精神极度萎靡,症状
133,四肢发冷,症状
134,口服补液法和静脉补液法,治疗
135,静脉补液法,治疗
136,氯化钠 2.6 克、氯化钾 1.5 克、枸橼酸钠 2.9 克、无水葡萄糖 13.5 克,治疗
137,抗感染治疗,治疗
138,益生菌治疗,治疗
139,肠黏膜保护剂,治疗
140,抗分泌治疗,治疗
141,脑啡肽酶抑制剂消旋卡多曲。 补锌治疗,治疗
142,急诊科,科室
143,感染性腹泻,疾病
144,非感染性腹泻,疾病
145,急性腹泻,疾病
146,迁延性腹泻,疾病
147,产前感染,疾病
148,接触传播,病因
149,医源性感染,病因
150,呻吟,症状
151,口吐泡沫,症状
152,呼吸暂停,症状
153,口唇或肢端青紫,症状
154,发热或低体温,症状
155,反复吐奶,症状
156,呛奶,症状
157,吃奶费力,症状
158,嗜睡,症状
159,四肢冰凉,症状
160,呼吸困难,症状
161,病原学检测,诊断方法
162,新生儿科,科室
163,吸痰保持呼吸道通畅,治疗
164,吸氧、营养等支持治疗,治疗
165,鼻炎,疾病
166,流鼻涕,症状
167,病毒和细菌的感染,病因
168,过敏,病因
169,药物,病因
170,毒物刺激,病因
171,慢性炎症反应,病因
172,鼻黏膜萎缩,病因
173,使用鼻用减充血剂,病因
174,抗抑郁药,病因
175,抗高血压药,病因
176,耳鼻咽喉科,科室
177,头痛,症状
178,头昏,症状
179,嗅觉下降,症状
180,鼾症,症状
181,睡眠缺氧,症状
182,张口呼吸,症状
183,智力及面部发育不良,症状
184,鼻镜检查,诊断方法
185,血常规检查,诊断方法
186,影像学检查,诊断方法
187,鼻用糖皮质激素,治疗
188,抗组胺药,治疗
189,鼻用减充血药,治疗
190,鼻腔冲洗,治疗
191,脱敏治疗,治疗
192,注射,治疗
193,舌下含服的滴剂,治疗
194,羟甲唑啉喷雾剂,治疗
195,布地奈德鼻喷剂,治疗
196,盐酸氮卓斯汀鼻喷剂,治疗
197,射频消融,治疗
198,鼻甲部分切除,治疗
199,填塞或内移术,治疗
200,急性鼻炎,疾病
201,慢性鼻炎,疾病
202,萎缩性鼻炎,疾病
203,药物性鼻炎,疾病
204,中耳炎,疾病
205,泪囊炎,疾病
206,支气管哮喘,疾病
207,手足口病,疾病
208,手、足、口和肛周皮肤小疱疹或小溃疡,症状
209,口腔、咽喉部疼痛,症状
210,心肌炎,症状
211,肺水肿,症状
212,无菌性脑膜炎,症状
213,病常见的病原体,病因
214,粪口途径传播,病因
215,手、足、口腔等部位的斑丘疹、疱疹,症状
216,流涕,症状
217,食欲不振,症状
218,口腔,症状
219,咽喉痛,症状
220,粉红色斑疹,症状
221,内容清亮,症状
222,红晕,症状
223,口腔病损,症状
224,精神差,症状
225,拒食,症状
226,易惊,症状
227,呕吐,症状
228,心率增快,症状
229,脑膜炎,症状
230,脑炎,症状
231,脑脊髓炎,症状
232,循环障碍,症状
233,惊厥,症状
234,阵挛,症状
235,肢体抖动,症状
236,站立不稳,症状
237,肌阵挛,症状
238,持续高热,症状
239,无力,症状
240,站立,症状
241,坐立不稳,症状
242,颈项强直,症状
243,呼吸异常,症状
244,循环功能障碍,症状
245,冷汗,症状
246,四肢发凉,症状
247,呼吸增快/减慢,症状
248,节律不整齐,症状
249,皮肤花纹,症状
250,心率增快（＞160 次 / 分）,症状
251,血压升高,症状
252,血常规（多数病例白细胞计数正常，部分病例白细胞计数、中性粒细胞比例及 C -反应蛋白可升高。）,诊断方法
253,隔离患儿,治疗
254,勤喝水,治疗
255,应用退热药物,治疗
256,淡盐水漱口,治疗
257,百多邦,治疗
258,清淡饮食,治疗
259,痱子,疾病
260,炉甘石洗剂外涂,治疗
261,高温湿热环境,病因
262,剧烈活动,病因
263,发热性疾病,病因
264,皮肤闷捂,病因
265,紫外线或电离辐射,病因
266,宽松透气的衣服,治疗
267,干毛巾擦汗,治疗
268,温水洗澡,治疗
269,外用清凉粉剂，如 1% 薄荷炉甘石洗剂 [4],治疗
270,他辅助药物,治疗
271,局部用皮质类固醇（如 0.05% 的地奈德乳膏、0.1% 丁酸氢化可的松乳膏,治疗
272,局部用抗生素（红霉素软膏、莫匹罗星软膏,治疗
273,局部用皮质类固醇：瘙痒刺痛难耐可局部用弱至中效的皮质类固醇乳膏或洗剂，如 0.05% 的地奈德乳膏、0.1% 丁酸氢化可的松乳膏,治疗
274,局部用抗生素,治疗
275,红霉素软膏,治疗
276,莫匹罗星软膏,治疗
277,一过性抽动障碍,疾病
278,心理治疗,治疗
279,神经递质失衡,病因
280,心理因素,病因
281,环境因素,病因
282,严重的心理因素诱发,病因
283,基因遗传,病因
284,血液微量元素测定、脑电图、脑部核磁共振或 CT,诊断方法
285,心理测定,诊断方法
286,血液微量元素测定,诊断方法
287,神经影像学（如磁共振和 CT）,诊断方法
288,血液微量元素,诊断方法
289,脑电图,诊断方法
290,神经影像学检查,诊断方法
291,调整环境因素,治疗
292,专科医生指导下进行药物和心理治疗 [3],治疗
293,阿立哌唑,治疗
294,氟哌啶醇 [3],治疗
295,电解质紊乱,疾病
296,饮食摄入不足,病因
297,电解质丢失过多,病因
298,急性或慢性感染,病因
299,内分泌疾病,病因
300,慢性疾病 （比如肾功能衰竭,病因
301,遗传性疾病,病因
302,恶心,症状
303,不适,症状
304,意识模糊,症状
305,癫痫发作,症状
306,昏迷,症状
307,呼吸停止,症状
308,乏力,症状
309,头晕,症状
310,走路不稳,症状
311,健忘,症状
312,软弱无力,症状
313,烦躁,症状
314,抽搐,症状
315,麻痹,症状
316,肢体麻木感觉,症状
317,极度疲乏,症状
318,肌肉酸痛,症状
319,肢体苍白,症状
320,肌无力,症状
321,肌麻痹,症状
322,心跳徐缓,症状
323,心跳不齐,症状
324,烦躁不安,症状
325,昏厥,症状
326,神志不清,症状
327,记忆力减退,症状
328,抑郁焦虑,症状
329,食欲减退,症状
330,恶心呕吐,症状
331,腹痛,症状
332,便秘,症状
333,抑郁,症状
334,步态不稳,症状
335,语言障碍,症状
336,听力和视力障碍,症状
337,口渴,症状
338,多饮,症状
339,多尿,症状
340,情感淡漠,症状
341,心跳过缓,症状
342,精神错乱,症状
343,肌肉麻痹,症状
344,呼吸抑制,症状
345,呕吐腹泻,病因
346,动脉血气分析化验,诊断方法
347,内分泌科,科室
348,肾脏内科,科室
349,贫血,疾病
350,失眠,症状
351,心慌,症状
352,皮肤黏膜苍白,症状
353,铁缺乏,病因
354,叶酸缺乏,病因
355,维生素 B12 缺乏,病因
356,妊娠,病因
357,长期接触 X 射线,病因
358,镭,病因
359,铁摄入不足,病因
360,铁吸收障碍,病因
361,铁丢失过多,病因
362,血型不相容,病因
363,疾病（弥散性血管内凝血、败血症、疟疾等）,病因
364,大面积烧伤,病因
365,亚硝酸盐中毒,病因
366,偏食,病因
367,胃切除术,病因
368,痔疮,病因
369,胃-十二指肠溃疡,病因
370,胃肠道肿瘤,病因
371,与母亲血型不合,病因
372,面色、睑结膜、甲床（指甲颜色）、口唇颜色等会变得苍白,症状
373,皮肤会出现粗糙、皲裂,症状
374,耳鸣,症状
375,晕厥,症状
376,视觉盲点,症状
377,记忆力下降,症状
378,肢端麻木,症状
379,哭闹不安,症状
380,呼吸加快加深,症状
381,气短,症状
382,端坐呼吸,症状
383,心跳加快,症状
384,消化不良,症状
385,腹胀,症状
386,腹泻,症状
387,吞咽异物,症状
388,异食癖,症状
389,少尿,症状
390,无尿,症状
391,月经周期紊乱,症状
392,月经量增多或减少,症状
393,免疫力减低,症状
394,血红蛋白浓度,诊断方法
395,营养史,诊断方法
396,月经史,诊断方法
397,既往史,诊断方法
398,用药史,诊断方法
399,危险因素暴露史,诊断方法
400,外周血常规,诊断方法
401,外周血涂片检查,诊断方法
402,骨髓检查,诊断方法
403,血清铁、叶酸、维生素 B12含量 测定，肝肾功能检查,诊断方法
404,基因检测,诊断方法
405,大便隐血试验,诊断方法
406,内镜检查,诊断方法
407,血液科,科室
408,硫酸亚铁,治疗
409,右旋糖酐铁,治疗
410,叶酸,治疗
411,维生素 B12,治疗
412,环孢素＋雄激素,治疗
413,糖皮质激素,治疗
414,泼尼松,治疗
415,地塞米松,治疗
416,手术治疗,治疗
417,脾切除术,治疗
418,造血干细胞移植,治疗
419,对症治疗,治疗
420,输血疗法,治疗
421,先天性心脏病,疾病
422,遗传,病因
423,近亲生育,病因
424,母亲怀孕早期患病毒感染性疾病或服用过致胎儿畸形作用的药物,病因
425,母亲患有糖尿病,病因
426,红斑狼疮等疾病,病因
427,母亲吸烟饮酒,病因
428,心力衰竭,症状
429,嘴唇发紫,症状
430,口唇发绀,症状
431,感冒,症状
432,生长发育迟缓,症状
433,喜欢蹲踞,症状
434,心脏杂音,症状
435,艾森曼格综合征,症状
436,超声心动图,诊断方法
437,心脏彩超,诊断方法
438,心外科开胸手术治疗,治疗
439,心内科介入手术治疗,治疗
440,药物只能缓解,治疗
441,心外科,科室
442,心内科,科室
443,滴虫阴道炎,疾病
444,外阴阴道假丝酵母菌病,病因
445,蛲虫感染,病因
446,细菌性阴道病,病因
447,TCT（宫颈细胞学检查）,诊断方法
448,抗菌药物,治疗
449,甲硝唑,治疗
450,替硝唑,治疗
451,克林霉素,治疗
452,停用广谱抗生素,治疗
453,全身应用抗真菌药物,治疗
454,甲硝唑和替硝唑,治疗
455,补充雌激素,治疗
456,雌三醇软膏 [2],治疗
457,局部雌激素乳膏,治疗
458,温和润肤剂（如白凡士林,治疗
459,克霉唑,治疗
460,妇科,科室
461,妇产科,科室
462,萎缩性阴道炎,疾病
463,多囊卵巢综合征,疾病
464,卵巢多囊性改变,病因
465,生活方式干预,病因
466,口服雌-孕激素药物治疗,治疗
467,体格检查,诊断方法
468,诊断性刮宫,诊断方法
469,腹腔镜检查,诊断方法
470,超声检查,诊断方法
471,内分泌检查,诊断方法
472,其他检查,诊断方法
473,空腹血糖和口服葡萄糖耐量实验,诊断方法
474,改变生活方式和药物治疗,治疗
475,改变生活方式,治疗
476,控制饮食和加强锻炼以减轻体重,治疗
477,诱导排卵的药物治疗,治疗
478,氯米芬,治疗
479,来曲唑,治疗
480,腹腔镜卵巢打孔手术,治疗
481,孕激素,治疗
482,地屈孕酮,治疗
483,口服避孕药,治疗
484,炔雌醇环丙孕酮片,治疗
485,雌孕激素周期序贯疗法：口服雌二醇,治疗
486,改善胰岛素抵抗： 二甲双胍,治疗
487,平衡膳食,治疗
488,宫颈癌,疾病
489,肿瘤科,科室
490,放疗科,科室
491,持续的人乳头瘤病毒（HPV）感染,病因
492,巴氏涂片,诊断方法
493,阴道镜检查 + 宫颈活检,诊断方法
494,宫颈脱落细胞学检查（TCT）,诊断方法
495,手术及放疗联合治疗,治疗
496,介入治疗,治疗
497,复发性呼吸道乳头瘤病,疾病
498,皮肤性病科,科室
499,细胞学检查、阴道镜检查,诊断方法
500,组织病理学检查,诊断方法
501,细胞学检查,诊断方法
502,HPV-DNA 分型检测,诊断方法
503,二代杂交捕获技术,诊断方法
504,酶切信号放大技术,诊断方法
505,荧光 PCR 技术,诊断方法
506,RNA 逆转录扩增法,诊断方法
507,阴道镜下病理活检,诊断方法
508,月经失调,疾病
509,如果每年月经周期少于 9 次，或月经周期超过 35 日就是月经稀发,症状
510,女性生殖内分泌失调,病因
511,功能失调性子宫出血,病因
512,多囊卵巢综合征,病因
513,高催乳素血症,病因
514,病理性闭经、原发性痛经,病因
515,生殖器官的疾病,病因
516,子宫内膜炎,病因
517,生殖器官肿瘤如子宫肿瘤,病因
518,卵巢肿瘤,病因
519,还有卵巢分泌雄性激素,病因
520,月经失调,病因
521,生殖器官发育异常,病因
522,先天无子宫,病因
523,先天无阴道,病因
524,先天阴道闭锁,病因
525,血液病（血小板减少,病因
526,高血压,病因
527,乳腺腺病,病因
528,结核病（输卵管结核、子宫内膜结核）,病因
529,甲状腺的功能异常,病因
530,肾上腺异常,病因
531,糖尿病,病因
532,肝功能异常,病因
533,减肥、节食,病因
534,精神心理因素,病因
535,长期持续的精神压抑,病因
536,烦闷,病因
537,劳累,病因
538,精神创伤,病因
539,心理刺激,病因
540,不良的生活习惯,病因
541,寒冷的天气穿着轻薄,病因
542,嗜烟嗜酒,病因
543,妇科的宫内节育器,病因
544,不规律服用避孕药,病因
545,长期服用神经精神类药物,病因
546,月经周期长短异常,症状
547,持续时间的异常：月经期出血的时间变长了或变短了,症状
548,月经出血量异常：月经期出血的量变多了或变少了,症状
549,月经前后伴随的一些异常的症状，比如小腹坠痛、胀闷、腰膝酸软等等,症状
550,痛经,症状
551,生理症状，如头痛、乳房胀痛、肢体浮肿,症状
552,精神症状，如精神紧张、情绪不稳定、注意力不集中、烦躁易怒、抑郁、失眠，思想不集中、工作效率低,症状
553,多囊卵巢综合征,症状
554,面部、颈部和胸部皮肤发红,症状
555,根据患者的临床表现,诊断方法
556,基本妇科检查,诊断方法
557,盆腔内诊检查,诊断方法
558,白带检查,诊断方法
559,子宫附件超声检查,诊断方法
560,性激素内分泌,诊断方法
561,宫颈液基细胞学检查,诊断方法
562,宫腔镜检查,诊断方法
563,雌孕激素类药物,治疗
564,每 3～6 个月定期到医院复查一次,治疗
565,乳腺彩超,治疗
566,盆腔彩超检查,治疗
567,病理性闭经,疾病
568,原发性闭经,疾病
569,生殖器疱疹,疾病
570,感染了单纯疱疹病毒（HSV,病因
571,典型的成片（集簇性）的水疱,症状
572,糜烂,症状
573,溃疡,症状
574,结痂,症状
575,红斑,症状
576,丘疹,症状
577,硬结,症状
578,皮肤擦破,症状
579,红肿,症状
580,皮损为成片或散在的疼痛性小水疱,症状
581,腹股沟淋巴结肿大,症状
582,皮肤灼烧感,症状
583,针刺感,症状
584,疼痛,症状
585,分泌物增加,症状
586,里急后重感,症状
587,生殖器出现溃疡,症状
588,微小的裂隙,症状
589,龟头生殖器疱疹,症状
590,尿潴留综合征,症状
591,盆腔炎,症状
592,腰骶部神经根炎,症状
593,流行病学史,诊断方法
594,病毒分离培养法,诊断方法
595,改良的病毒分离培养法,诊断方法
596,依赖性接触传播,病因
597,无法完全治愈,治疗
598,系统药物治疗,治疗
599,阿昔洛韦,治疗
600,伐昔洛韦,治疗
601,泛昔洛韦等抗病毒药物,治疗
602,抑制疗法,治疗
603,原发性生殖器疱疹,疾病
604,非原发性初发性生殖器疱疹,疾病
605,复发性生殖器疱疹,疾病
606,亚临床型生殖器疱疹,疾病
607,子宫肌瘤,疾病
608,腰酸背痛,症状
609,妇科检查,诊断方法
610,B 型超声,诊断方法
611,磁共振（MRI）,诊断方法
612,盐水灌注超声,诊断方法
613,促性腺激索释放激素类似物（GnRH-a）,治疗
614,醋酸亮丙瑞林,治疗
615,曲普瑞林,治疗
616,米非司酮,治疗
617,氨甲环酸,治疗
618,复方口服避孕药（COC）,治疗
619,高能聚焦超声,诊断方法
620,卵巢癌,疾病
621,妇科肿瘤科,科室
622,盆腔彩超,诊断方法
623,贝伐单抗,治疗
624,PARP-1 抑制剂,治疗
625,生物免疫治疗,治疗
626,细胞因子活化杀伤细胞（CIK）,治疗
627,全身体格检查,诊断方法
628,癌前病变,疾病
629,内分泌紊乱,病因
630,物理化学刺激,病因
631,局部刺激因素,病因
632,生活饮食习惯,病因
633,组织病理检查,诊断方法
634,大便常规,诊断方法
635,B 超检查,诊断方法
636,口腔科,科室
637,消化内科,科室
638,甲乳外科,科室
639,感染科,科室
640,杀菌治疗,治疗
641,四联疗法（四联疗法,治疗
642,抗病毒治疗,治疗
643,服用抗肝炎病毒药物,治疗
644,不孕症,疾病
645,排卵障碍,病因
646,输卵管因素,病因
647,子宫因素,病因
648,宫颈因素,病因
649,外阴及阴道因素,病因
650,不明原因,病因
651,垂体或下丘脑的原因 ： 卵巢的上级指挥系统（垂体或下丘脑）功能异常,病因
652,内分泌系统疾病,病因
653,衣原体感染引起,病因
654,子宫内膜遭到破坏,病因
655,阴道内环境问题,病因
656,精子免疫,病因
657,女方体液免疫异常,病因
658,子宫内膜局部细胞免疫异常,病因
659,卵巢功能检查,诊断方法
660,输卵管通畅性检查,诊断方法
661,垂体磁共振扫描,诊断方法
662,基础体温监测,诊断方法
663,观察宫颈黏液,诊断方法
664,排卵试纸,诊断方法
665,促进卵泡发育,治疗
666,刺激黄体功能,治疗
667,补充黄体功能,治疗
668,精子自身免疫异常,治疗
669,皮质类固醇类免疫抑制剂。 精子同种免疫异常 ： 局部隔绝法,治疗
670,皮质类固醇类免疫抑制剂。 女方体液免疫异常,治疗
671,小剂量的阿司匹林或者肝素,治疗
672,促排卵治疗 。 人工授精,治疗
673,性高潮障碍,疾病
674,伴侣关系方面 ：夫妻感情不和而产生的反感的情绪，婚外性行为造成的疏离或负罪感等,病因
675,个体方面 ：不正确的性观念，性虐待或情感虐待史，长期负性事件及压力造成持续疲劳,病因
676,文化或宗教因素 ：如文化和宗教有关的性禁忌,病因
677,个性特点,病因
678,生活经历,病因
679,应激事件,病因
680,心理社会因素,病因
681,完全缺失性高潮,症状
682,性高潮延迟,症状
683,体验到的性高潮程度较轻,症状
684,即将出现性高潮，但虽然持续刺激仍未达到高峰或解决的感觉,症状
685,性高潮明显延迟、频率明显减少或缺失,症状
686,性高潮感的强度明显降低,症状
687,药物和物质导致的疾病,诊断方法
688,盆腔手术,诊断方法
689,精神心理科,科室
690,泌尿科,科室
691,其伴侣可能存在的性功能障碍，以及使其伴侣参与处理情感问题,治疗
692,联合心理治疗师、性治疗师或盆腔物理治疗师以解决治疗的具体问题,治疗
693,心理咨询或心理治疗,治疗
694,性治疗和伴侣治疗,治疗
695,自我刺激治疗,治疗
696,性伴侣运用性治疗的性感集中训练,治疗
697,先兆流产,疾病
698,胚胎异常,病因
699,全身性疾病 ：如感染、贫血、慢性肾炎、严重营养不良,病因
700,内分泌异常,病因
701,免疫功能异常,病因
702,不良习惯,病因
703,子宫缺陷,病因
704,创伤刺激,病因
705,过度恐惧,病因
706,忧伤,病因
707,愤怒精神创伤,病因
708,化学物质（甲醛、苯、铅）及各种电离辐射,病因
709,阴道少量出血,症状
710,暗红色,症状
711,腹部疼痛,症状
712,绞痛,症状
713,持续疼痛,症状
714,无胎心,症状
715,胎心消失,症状
716,早孕期见红,症状
717,血量继续增多,症状
718,腹痛加剧,症状
719,宫口扩张,症状
720,产科,科室
721,卧床休息,治疗
722,调整心态,治疗
723,补充黄体,治疗
724,甲状腺功能减退，可补充甲状腺片,治疗
725,子宫畸形或肌瘤，则应在准备怀孕前进行整形手术,治疗
726,早期流产,疾病
727,晚期流产,疾病
728,自然流产,疾病
729,人工流产,疾病
730,难免流产,疾病
731,不全流产,疾病
732,妊娠期糖尿病,疾病
733,羊水过少,疾病
734,早期妊娠,疾病
735,妇产科或产科,科室
736,妊娠试验,诊断方法
737,基础体温,诊断方法
738,宫颈粘液检查,诊断方法
739,染色体异常,病因
740,异位妊娠,疾病
741,输卵管炎症,病因
742,辅助生殖技术,治疗
743,避孕失败,病因
744,宫内节育器避孕失败,病因
745,不孕症,病因
746,子宫内膜异位症,病因
747,性传播性疾病,病因
748,子宫肌瘤或卵巢肿瘤压迫输卵管,病因
749,血 hCG 测定,诊断方法
750,孕酮测定,诊断方法
751,阴道后穹窿穿刺,诊断方法
752,血液检查,诊断方法
753,甲氨蝶呤（MTX）治疗,治疗
754,保守手术,治疗
755,根治性手术,治疗
756,根治手术,治疗
757,甲氨蝶呤药物治疗,治疗
758,生化妊娠,疾病
759,胚胎染色体异常,病因
760,黄体功能不好,病因
761,一次延迟的月经来潮,症状
762,hCG 未能正常升高,症状
763,通常不需要治疗,治疗
764,生化妊娠中出现的 hCG 阳性,诊断方法
765,妊娠剧吐,疾病
766,严重脱水,症状
767,可导致维生素 B1 的缺乏,症状
768,眼球震颤,症状
769,视力障碍,症状
770,共济失调,症状
771,急性期言语增多,症状
772,精神迟钝,症状
773,木僵,症状
774,Wernicke 综合征,症状
775,妊娠早期体内激素水平的变化,病因
776,社会因素,病因
777,幽门螺杆菌的感染,病因
778,蛋白尿,症状
779,葡萄胎,症状
780,是否需要住院治疗,诊断方法
781,没有一个明确的诊断标准,诊断方法
782,尿液检查,诊断方法
783,眼底检查,诊断方法
784,神经系统检查,诊断方法
785,补充维生素治疗,治疗
786,维生素 B6- 琥珀酸多西拉敏复方药物,治疗
787,苯海拉明,治疗
788,美克洛嗪,治疗
789,多巴胺拮抗剂(丙氯拉嗪、甲氧氯普胺),治疗
790,昂丹司琼治疗恶心和呕吐,治疗
791,复发性流产,疾病
792,胚胎因素,病因
793,母体因素,病因
794,父亲因素,病因
795,父母染色体异常引起的胚胎染色体异常,病因
796,母体因素 疾病因素,病因
797,孕妇患全身性疾病,病因
798,严重感染,病因
799,严重贫血,病因
800,心力衰竭,病因
801,恶性肿瘤,病因
802,黄体功能不全,病因
803,甲状腺功能减退,病因
804,自身免疫性疾病,病因
805,干燥综合征,病因
806,生殖器异常,病因
807,强烈应激与不良习惯,病因
808,辅助检查,诊断方法
809,计划生育科,科室
810,宫缩抑制剂治疗,治疗
811,急性湿疹,疾病
812,外用糖皮质激素,治疗
813,针尖至小米大小的红斑,症状
814,皮肤表面微生物群落改变,病因
815,遗传因素和环境因素,病因
816,刺激物质,病因
817,过敏物质,病因
818,反复湿性作业,病因
819,特应性皮炎,病因
820,病因 / 机制 特应性皮炎 病因就是「特应性」体质,病因
821,某些免疫反应出现异常,病因
822,遗传和环境的影响 接触性皮炎 接触刺激或者过敏的物质引起的湿疹性改变 钱币状湿疹,病因
823,皮肤发红,症状
824,瘙痒感,症状
825,手部湿疹,症状
826,阴囊湿疹,症状
827,肛周湿疹,症状
828,瘙痒感 - 阴囊湿疹 阴囊皮肤,症状
829,抗真菌药物,治疗
830,地奈德乳膏,治疗
831,丁酸氢化可的松乳膏,治疗
832,糠酸莫米松乳膏,治疗
833,卤米松乳膏,治疗
834,抗组胺药物,治疗
835,氯雷他定,治疗
836,西替利嗪,治疗
837,亚急性湿疹,疾病
838,急性湿疹 亚急性湿疹 慢性湿疹,疾病
839,特应性皮炎,疾病
840,接触性皮炎,疾病
841,自体敏感性湿疹,疾病
842,感染性湿疹样皮炎,疾病
843,痤疮,疾病
844,改善生活方式,治疗
845,口服药物甚至物理化学治疗,治疗
846,家人和朋友的理解与关爱,治疗
847,应激因素,病因
848,精神因素,病因
849,压力过大,病因
850,皮肤科检查,诊断方法
851,局部皮肤 CT,诊断方法
852,性激素水平测定,诊断方法
853,抗雄激素治疗,治疗
854,调整生活方式： 改变不良的饮食和生活习惯，学会正确地清洁和护理皮肤，详见下文的「生活」。 药物治疗,治疗
855,外用药物和口服药物治疗,治疗
856,物理与化学治疗,治疗
857,激光与光子治疗,治疗
858,化学剥脱治疗,治疗
859,心理辅导,治疗
860,有无炎症后色素沉着,治疗
861,女性月经情况和雄激素过多体征,治疗
862,外用维 A 酸类药物,治疗
863,维 A 酸乳膏,治疗
864,阿达帕林凝胶,治疗
865,他扎罗汀乳膏,治疗
866,过氧苯甲酰,治疗
867,外用抗生素,治疗
868,夫西地酸,治疗
869,壬二酸,治疗
870,水杨酸,治疗
871,口服抗菌药物,治疗
872,四环素类,治疗
873,大内环酯类（如罗红霉素、阿奇霉素,治疗
874,口服异维 A 酸,治疗
875,抗雄性激素药物,治疗
876,复方口服避孕药,治疗
877,2.5% 过氧化苯甲酰,治疗
878,0.1% 阿达帕林凝胶,治疗
879,0.05% 维 A 酸凝胶,治疗
880,抗菌药 ：如红霉素或阿奇霉素,治疗
881,过氧化苯甲酰,治疗
882,过氧苯甲酰或者维A酸类药物,治疗
883,维持治疗，外用维 A 酸类药物,治疗
884,物理与化学疗法治疗,治疗
885,清除粉刺,治疗
886,激光与强脉冲光,治疗
887,汗疱疹,疾病
888,手指和 / 或脚趾边缘的米粒大小的水疱，反复发生，瘙痒明显，有时还有烧灼感。,症状
889,皮肤湿疹样反应,病因
890,遗传：多为散发，也有少数汗疱疹呈现家族聚集发病,病因
891,真菌感染：真菌感染可能是汗疱疹的危险因素之一，,病因
892,接触性刺激,病因
893,日光照射,病因
